,ticker_x,tradeDate_x,expirDate_x,dte_x,strike_x,stockPrice_x,callVolume_x,callOpenInterest_x,callBidSize_x,callAskSize_x,putVolume_x,putOpenInterest_x,putBidSize_x,putAskSize_x,callBidPrice_x,callValue_x,callAskPrice_x,putBidPrice_x,putValue_x,putAskPrice_x,callBidIv_x,callMidIv_x,callAskIv_x,smvVol_x,putBidIv_x,putMidIv_x,putAskIv_x,residualRate_x,delta_x,gamma_x,theta_x,vega_x,rho_x,phi_x,driftlessTheta_x,callSmvVol_x,putSmvVol_x,extSmvVol_x,extCallValue_x,extPutValue_x,spotPrice_x,quoteDate_x,updatedAt_x,snapShotEstTime_x,snapShotDate_x,expiryTod_x,tickerId_x,monthId_x,sym,ticker_y,tradeDate_y,expirDate_y,dte_y,strike_y,stockPrice_y,callVolume_y,callOpenInterest_y,callBidSize_y,callAskSize_y,putVolume_y,putOpenInterest_y,putBidSize_y,putAskSize_y,callBidPrice_y,callValue_y,callAskPrice_y,putBidPrice_y,putValue_y,putAskPrice_y,callBidIv_y,callMidIv_y,callAskIv_y,smvVol_y,putBidIv_y,putMidIv_y,putAskIv_y,residualRate_y,delta_y,gamma_y,theta_y,vega_y,rho_y,phi_y,driftlessTheta_y,callSmvVol_y,putSmvVol_y,extSmvVol_y,extCallValue_y,extPutValue_y,spotPrice_y,quoteDate_y,updatedAt_y,snapShotEstTime_y,snapShotDate_y,expiryTod_y,tickerId_y,monthId_y
10,SPY,2022-09-12,2022-09-16,5,360.0,410.39,31.0,2902.0,25.0,25.0,708.0,-61783.0,5642.0,11513.0,50.39,50.599285,50.6,0.05,0.059633,0.06,0.677005,0.725055,0.773106,0.339,0.50776,0.513405,0.51905,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999614845446e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,50.39,0.001555,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16360.0,SPY,2022-09-06,2022-09-16,11,360.0,393.43,1567,3049,50,32,31215,-70440,978,8106,33.93,34.126990531608605,34.2,0.56,0.5659848381657909,0.57,0.3807199407900541,0.3936927773410127,0.4066656138919712,0.343,0.3375018535650685,0.3381325369139935,0.3387632202629185,-0.0597491503890645,0.9566181547451535,0.0059553936981416,-0.0723993864559198,0.0587157849185509,0.0314795386617241,-0.0339108333064757,-0.09544916385488,0.3942312287444898,0.3380793902094194,0.3309686004744492,33.57215366824693,0.5066183252040413,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
11,SPY,2022-09-12,2022-09-16,5,361.0,410.39,127.0,484.0,25.0,25.0,14.0,-11418.0,7727.0,10350.0,49.4,49.599311,49.6,0.05,0.059653,0.06,0.665131,0.712589,0.760048,0.339,0.498007,0.503634,0.50926,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999614845446e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,49.39,0.002059,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16361.0,SPY,2022-09-06,2022-09-16,11,361.0,393.43,0,491,22,22,1939,-9348,2626,6424,32.96,33.152176399059606,33.24,0.6,0.609367549761164,0.61,0.375505995040685,0.3893460743361425,0.4031861536316,0.34,0.3340320927403296,0.3346622282702001,0.3352923638000706,-0.0597491503890645,0.9510832138144996,0.0063043951125078,-0.0799975450870006,0.0615621326052518,0.0333732094907085,-0.0358917630795116,-0.1043344537155962,0.3889203059060935,0.3351896301532537,0.3248574973394845,32.58401749095591,0.5250209177345883,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
12,SPY,2022-09-12,2022-09-16,5,362.0,410.39,0.0,901.0,25.0,25.0,341.0,-25555.0,7512.0,8078.0,48.4,48.609337,48.61,0.05,0.059672,0.06,0.653281,0.70015,0.747018,0.339,0.488276,0.493884,0.499492,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999614845446e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,48.39,0.002706,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16362.0,SPY,2022-09-06,2022-09-16,11,362.0,393.43,0,908,56,56,4707,-21038,290,10090,31.99,32.16905312974753,32.27,0.65,0.6510417317581685,0.66,0.3694534705885991,0.3834770448011035,0.397500619013608,0.337,0.3319285103198887,0.3325187680300191,0.3331090257401494,-0.0597491503890645,0.9454904065669372,0.0067034510525758,-0.0883897097716514,0.0723100965829349,0.0356226111918262,-0.0382498005003513,-0.1142654307595053,0.3835403458259364,0.332051488360318,0.3195186382769318,31.60149573955485,0.550595168937736,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
13,SPY,2022-09-12,2022-09-16,5,363.0,410.39,0.0,372.0,25.0,25.0,335.0,-5284.0,815.0,13931.0,47.4,47.609357,47.61,0.06,0.069674,0.07,0.641457,0.68912,0.736782,0.339,0.48961,0.494029,0.498448,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999614845446e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,47.39,0.003568,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16363.0,SPY,2022-09-06,2022-09-16,11,363.0,393.43,0,373,56,65,1786,-4046,284,10307,31.03,31.21153746144076,31.31,0.7,0.7048271273189339,0.71,0.3651878751621278,0.3781441092924034,0.3911003434226791,0.334,0.3285709026798282,0.3291121422306362,0.3296533817814442,-0.0597491503890645,0.9392180917281562,0.0071189440143831,-0.0971354014750234,0.0757102060883244,0.0376624481494152,-0.0403747996666207,-0.1243824034037815,0.3780951564543103,0.3290934291241868,0.3163620517858653,30.6327093794544,0.5935007310478613,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
14,SPY,2022-09-12,2022-09-16,5,364.0,410.39,20.0,555.0,25.0,25.0,278.0,-11605.0,1607.0,13307.0,46.4,46.609384,46.61,0.06,0.069694,0.07,0.638649,0.681036,0.723423,0.339,0.479633,0.484037,0.488442,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999614845446e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,46.39,0.004592,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16364.0,SPY,2022-09-06,2022-09-16,11,364.0,393.43,0,639,56,56,1929,-11407,1290,3072,30.08,30.24484961467789,30.35,0.75,0.7572596100278594,0.76,0.3610604482003247,0.3730215207163391,0.3849825932323534,0.331,0.3251763483887258,0.3257171814862614,0.326258014583797,-0.0597491503890645,0.9327368968376636,0.0075324403599558,-0.105702581407027,0.0865574884042965,0.0392953294295773,-0.0420692839715515,-0.1340312252734753,0.3728345529806572,0.3259615958643793,0.313130078787912,29.66587156769908,0.6379847238877642,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
15,SPY,2022-09-12,2022-09-16,5,365.0,410.39,140.0,3848.0,25.0,25.0,1927.0,-48951.0,5584.0,11048.0,45.4,45.609411,45.61,0.06,0.069714,0.07,0.62653,0.668307,0.710084,0.339,0.469679,0.474068,0.478457,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999614845446e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,45.39,0.005963,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16365.0,SPY,2022-09-06,2022-09-16,11,365.0,393.43,0,3865,58,54,9175,-53842,784,4866,29.12,29.26267149567606,29.4,0.81,0.8143864267815439,0.82,0.354884224953698,0.3672880624271668,0.3796918999006355,0.328,0.32238884385624,0.3228591549067313,0.3233294659572225,-0.0597491503890645,0.925589887479352,0.0079949313299254,-0.1150259522313899,0.0907536283778895,0.041353283073627,-0.0442075870079959,-0.1447278660509556,0.3675247538427162,0.3228014408537462,0.3093918937753839,28.7019101743624,0.685658565193488,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
16,SPY,2022-09-12,2022-09-16,5,366.0,410.39,138.0,6589.0,25.0,25.0,26.0,-17308.0,6893.0,8322.0,44.4,44.609437,44.61,0.06,0.069734,0.07,0.614421,0.655594,0.696768,0.339,0.459747,0.464121,0.468495,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999614845446e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,44.39,0.007748,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16366.0,SPY,2022-09-06,2022-09-16,11,366.0,393.43,10,6645,56,54,2133,-10823,3700,9734,28.18,28.3429881305643,28.45,0.87,0.8819707146691835,0.89,0.3508044278820863,0.3622003922826033,0.3735963566831204,0.325,0.3186525616760906,0.3196590234766195,0.3206654852771486,-0.0597491503890645,0.9184842941534134,0.0084566152326747,-0.1239011463286152,0.0932212692573419,0.0428473534443576,-0.0457323576641299,-0.1545510416429751,0.3621170161540521,0.3198573683800471,0.3051791380688411,27.73600681139813,0.7289135472231333,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
17,SPY,2022-09-12,2022-09-16,5,367.0,410.39,40.0,6212.0,25.0,25.0,127.0,-10128.0,800.0,14072.0,43.41,43.619464,43.62,0.07,0.079737,0.08,0.602338,0.642909,0.683479,0.339,0.458553,0.462935,0.467317,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999614845446e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,43.39,0.009742,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16367.0,SPY,2022-09-06,2022-09-16,11,367.0,393.43,20,6252,56,54,1400,-8640,4136,9393,27.23,27.36549741452389,27.51,0.94,0.94835565259675,0.96,0.3458542459633675,0.3570991670270768,0.3683440880907861,0.322,0.3161674879669705,0.3171086456768088,0.3180498033866471,-0.0597491503890645,0.9107802192134994,0.0089365995666422,-0.133053986950915,0.1061023104173387,0.0442739945422201,-0.047192174871163,-0.1646119014323032,0.3567375154680662,0.3169538866531867,0.3009126751712468,26.77405766576278,0.777189766688267,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
18,SPY,2022-09-12,2022-09-16,5,368.0,410.39,43.0,5366.0,25.0,25.0,206.0,-8833.0,1945.0,12325.0,42.41,42.619485,42.62,0.07,0.079757,0.08,0.59638,0.63462,0.672861,0.339,0.448632,0.452856,0.45708,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999614845446e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,42.39,0.012491,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16368.0,SPY,2022-09-06,2022-09-16,11,368.0,393.43,0,5477,56,56,2742,-10610,1807,276,26.3,26.432258956979357,26.55,1.02,1.028677091148404,1.03,0.3415236870894566,0.3510767640554922,0.3606298410215279,0.319,0.3136037844924323,0.3140161464521649,0.3144285084118975,-0.0597491503890645,0.9026090303549684,0.0094460843023264,-0.1425100579223169,0.1089003288968129,0.0458366275882178,-0.048787060638356,-0.1750589471583475,0.3516315270532273,0.3143194049545792,0.2962008438274527,25.81279277894001,0.825381470818093,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
19,SPY,2022-09-12,2022-09-16,5,369.0,410.39,121.0,5716.0,25.0,25.0,112.0,-14807.0,11253.0,4877.0,41.41,41.619512,41.62,0.07,0.079778,0.08,0.58429,0.621949,0.659609,0.339,0.438731,0.442798,0.446864,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999614845446e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,41.39,0.015987,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16369.0,SPY,2022-09-06,2022-09-16,11,369.0,393.43,0,5777,56,56,855,-15078,315,2203,25.37,25.494805454340945,25.63,1.11,1.1133910565001972,1.12,0.3374326259483757,0.3469862848844034,0.3565399438204311,0.317,0.3114985566352781,0.3119107527279945,0.3123229488207109,-0.0597491503890645,0.8940519306653535,0.0099663062362774,-0.1520282908136633,0.1223678581488247,0.0470908730651552,-0.0500199342894231,-0.185295698790486,0.3466045393647555,0.3117781126831905,0.2914216146154608,24.85213927865543,0.8728137846659716,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
