,ticker,tradeDate,expirDate,dte,strike,stockPrice,callVolume,callOpenInterest,callBidSize,callAskSize,putVolume,putOpenInterest,putBidSize,putAskSize,callBidPrice,callValue,callAskPrice,putBidPrice,putValue,putAskPrice,callBidIv,callMidIv,callAskIv,smvVol,putBidIv,putMidIv,putAskIv,residualRate,delta,gamma,theta,vega,rho,phi,driftlessTheta,callSmvVol,putSmvVol,extSmvVol,extCallValue,extPutValue,spotPrice,quoteDate,updatedAt,snapShotEstTime,snapShotDate,expiryTod,tickerId,monthId,sym
262,SPX,2022-10-26,2022-10-27,2,3810.0,3879.1447170753977,179.0,340.0,77.0,8.0,887.0,203.0,156.0,87.0,73.7,74.20319,74.7,4.4,4.451624,4.5,0.281037,0.291448,0.301859,0.293,0.292536,0.293541,0.294547,-0.0213656264571876,0.8649324370648979,0.0033564228891338,-6.479311612021958,0.4969930663794935,0.1054861562526058,-0.1078813826893565,-5.966521167159812,0.291514,0.293574,0.384171,79.286526,9.452986,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273810.0
263,SPX,2022-10-26,2022-10-27,2,3815.0,3879.1447170753977,122.0,85.0,8.0,8.0,636.0,60.0,113.0,78.0,69.4,69.91242,70.4,5.1,5.136864,5.2,0.280892,0.290516,0.30014,0.292,0.291681,0.292638,0.293594,-0.0213656264571876,0.8473993100479672,0.0036529390800992,-6.973349620427503,0.4977303536446233,0.1034534973250554,-0.1057110144131456,-6.470440359151339,0.290755,0.292386,0.358952,73.767544,8.933192,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273815.0
264,SPX,2022-10-26,2022-10-27,2,3820.0,3879.1447170753977,216.0,179.0,8.0,8.0,1267.0,51.0,315.0,72.0,65.2,65.683277,66.2,5.8,5.924139,6.0,0.28117,0.290252,0.299335,0.291,0.289106,0.290921,0.292737,-0.0213656264571876,0.8282402034366776,0.0039521615825805,-7.465077832495387,0.5505253185080143,0.1012152294088479,-0.1033382449122655,-6.9730492634469705,0.289948,0.29136,0.334862,68.315196,8.480134,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273820.0
265,SPX,2022-10-26,2022-10-27,2,3825.0,3879.1447170753977,368.0,168.0,8.0,8.0,689.0,182.0,246.0,63.0,61.1,61.566116,62.0,6.7,6.798541,6.9,0.28158,0.289042,0.296503,0.29,0.288817,0.290474,0.292132,-0.0213656264571876,0.8078633018536577,0.0042509559082604,-7.949089212380232,0.6031105879267642,0.0988226991038047,-0.1008137768110373,-7.468691237554354,0.289309,0.29045,0.308894,62.747698,7.911927,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273825.0
266,SPX,2022-10-26,2022-10-27,2,3830.0,3879.1447170753977,383.0,180.0,8.0,8.0,809.0,149.0,136.0,90.0,57.1,57.525533,58.0,7.7,7.79891,7.9,0.281759,0.28864,0.295521,0.29,0.288422,0.289951,0.29148,-0.0213656264571876,0.7860290994345119,0.0045461379678895,-8.421385556467422,0.6539510926479285,0.0962452179350252,-0.0981076342299047,-7.953517261005319,0.288266,0.289934,0.296989,58.095915,8.260367,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273830.0
267,SPX,2022-10-26,2022-10-27,2,3835.0,3879.1447170753977,507.0,59.0,8.0,8.0,330.0,32.0,57.0,92.0,53.1,53.633376,54.1,8.8,8.88851,9.0,0.2796,0.287036,0.294473,0.289,0.287779,0.289301,0.290824,-0.0213656264571876,0.7628921731410704,0.0048358300352196,-8.874577745308793,0.6549267721499261,0.0935021528608746,-0.0952389925856778,-8.420044067484012,0.287533,0.289127,0.294566,54.09045,9.255847,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273835.0
268,SPX,2022-10-26,2022-10-27,2,3840.0,3879.1447170753977,462.0,167.0,8.0,8.0,671.0,146.0,46.0,76.0,49.4,49.822214,50.3,10.0,10.094872,10.2,0.28049,0.286889,0.293288,0.288,0.286673,0.288094,0.289515,-0.0213656264571876,0.7380886459943268,0.0051106241621385,-9.294217000259636,0.703235098626704,0.0905462733554023,-0.0921620910077081,-8.85405247588984,0.286494,0.288021,0.292068,50.21414,10.379564,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273840.0
269,SPX,2022-10-26,2022-10-27,2,3845.0,3879.1447170753977,523.0,35.0,8.0,8.0,2014.0,150.0,97.0,66.0,45.7,46.162325,46.6,11.3,11.412842,11.5,0.27949,0.28551,0.291531,0.286,0.28529,0.286628,0.287965,-0.0213656264571876,0.7120236560504444,0.0053697714272523,-9.678758446415577,0.7475190570049377,0.0874287506425892,-0.0889273668036594,-9.25374885721038,0.285675,0.286799,0.289494,46.447693,11.614258,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273845.0
270,SPX,2022-10-26,2022-10-27,2,3850.0,3879.1447170753977,1730.0,443.0,8.0,8.0,886.0,68.0,177.0,74.0,42.3,42.622589,42.9,12.7,12.872583,13.0,0.280801,0.284615,0.288428,0.286,0.283748,0.285655,0.287561,-0.0213656264571876,0.6848534575470991,0.0056118729039564,-10.027331020581787,0.7867922476320782,0.0841691646445768,-0.0855542108268991,-9.61816696612131,0.284902,0.285942,0.286897,42.779581,12.947769,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273850.0
271,SPX,2022-10-26,2022-10-27,2,3855.0,3879.1447170753977,391.0,52.0,22.0,16.0,729.0,33.0,10.0,56.0,39.1,39.245511,39.4,14.4,14.463461,14.6,0.282706,0.284535,0.286365,0.285,0.284288,0.285508,0.286727,-0.0213656264571876,0.6565607266987475,0.0058319757899574,-10.330846827614318,0.8199005474571905,0.0807646515060887,-0.0820402460277591,-9.938232829282946,0.28448,0.285062,0.284247,39.22635,14.396586,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273855.0
272,SPX,2022-10-26,2022-10-27,2,3860.0,3879.1447170753977,1059.0,212.0,16.0,29.0,519.0,133.0,96.0,36.0,35.9,36.0324,36.2,16.1,16.231616,16.3,0.282421,0.284248,0.286074,0.284,0.28277,0.283987,0.285204,-0.0213656264571876,0.6271398433180244,0.0060223715810649,-10.576933850195774,0.8211480782448691,0.0772133968651628,-0.0783844227214558,-10.201583249373911,0.284033,0.284372,0.281586,35.831517,16.00268,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273860.0
273,SPX,2022-10-26,2022-10-27,2,3865.0,3879.1447170753977,673.0,35.0,18.0,25.0,322.0,42.0,90.0,46.0,32.8,32.95149,33.1,18.0,18.134252,18.3,0.281535,0.283306,0.285076,0.283,0.281845,0.283616,0.285386,-0.0213656264571876,0.5967926493206706,0.0061781839598786,-10.75983932772774,0.8472736470630419,0.0735401073201636,-0.0746116591443524,-10.402345361812328,0.283323,0.28343,0.27893,32.579316,17.752929,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273865.0
274,SPX,2022-10-26,2022-10-27,2,3870.0,3879.1447170753977,1074.0,290.0,10.0,8.0,337.0,34.0,38.0,25.0,29.9,30.01829,30.1,20.1,20.218208,20.3,0.281252,0.282407,0.283563,0.283,0.281521,0.282676,0.283831,-0.0213656264571876,0.5657624957566438,0.0063007884894315,-10.883041426665873,0.865590665141588,0.0697756416044228,-0.0707523269127818,-10.543847322245275,0.282619,0.282886,0.276386,29.478846,19.655543,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273870.0
275,SPX,2022-10-26,2022-10-27,2,3875.0,3879.1447170753977,2154.0,347.0,22.0,45.0,374.0,108.0,55.0,45.0,27.1,27.232894,27.4,22.3,22.43277,22.6,0.280419,0.282132,0.283846,0.282,0.280644,0.282357,0.28407,-0.0213656264571876,0.5341969965977317,0.0063890196801439,-10.945375716754024,0.8755782107164417,0.0659383811351309,-0.0668247611557149,-10.624835344472343,0.281937,0.28216,0.273853,26.525123,21.705525,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273875.0
276,SPX,2022-10-26,2022-10-27,2,3880.0,3879.1447170753977,742.0,70.0,22.0,8.0,224.0,28.0,47.0,12.0,24.5,24.607033,24.7,24.7,24.807414,24.9,0.280129,0.281269,0.28241,0.281,0.280305,0.281445,0.282586,-0.0213656264571876,0.502231711128802,0.0064397348068608,-10.943728937799554,0.8769414357689065,0.0620448434476413,-0.0628457028994944,-10.642115873079202,0.281349,0.28153,0.271395,23.734085,23.918856,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273880.0
277,SPX,2022-10-26,2022-10-27,2,3885.0,3879.1447170753977,657.0,47.0,52.0,46.0,144.0,43.0,54.0,32.0,22.0,22.142204,22.3,27.2,27.341723,27.5,0.278945,0.280653,0.282361,0.281,0.279085,0.280794,0.282503,-0.0213656264571876,0.4700726344408599,0.006444019760846,-10.865221863782065,0.8783151498339292,0.0581193300277723,-0.0588404049040036,-10.582691547399484,0.280564,0.280699,0.269079,21.133445,26.321816,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273885.0
278,SPX,2022-10-26,2022-10-27,2,3890.0,3879.1447170753977,932.0,82.0,59.0,44.0,193.0,4.0,45.0,18.0,19.7,19.849429,20.0,29.9,30.049064,30.2,0.278056,0.279778,0.2815,0.28,0.278143,0.279866,0.281589,-0.0213656264571876,0.4379955805508179,0.0064031086633936,-10.713633945851363,0.87101072727075,0.0541964641333564,-0.0548432770486329,-10.450173507627154,0.279771,0.279856,0.26684,18.722973,28.91635,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273890.0
279,SPX,2022-10-26,2022-10-27,2,3895.0,3879.1447170753977,530.0,100.0,43.0,27.0,93.0,43.0,22.0,10.0,17.6,17.697841,17.8,32.8,32.897503,33.0,0.277731,0.2789,0.280069,0.279,0.277753,0.278924,0.280095,-0.0213656264571876,0.4061684989790323,0.0063227588340743,-10.500510861137546,0.8552445010353609,0.0502981173989783,-0.0508754989780868,-10.256001108265462,0.278875,0.278895,0.264746,16.489265,31.688718,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273895.0
280,SPX,2022-10-26,2022-10-27,2,3900.0,3879.1447170753977,4902.0,2623.0,68.0,28.0,256.0,34.0,16.0,8.0,15.6,15.717877,15.8,35.8,35.900145,36.0,0.276764,0.277967,0.279169,0.278,0.276709,0.277914,0.27912,-0.0213656264571876,0.3747873054147085,0.0062022840769551,-10.226154391967317,0.8314648002408117,0.046448510413316,-0.0469614420417485,-10.000358390253204,0.278182,0.277916,0.262807,14.439209,34.645651,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273900.0
281,SPX,2022-10-26,2022-10-27,2,3905.0,3879.1447170753977,473.0,0.0,44.0,73.0,58.0,0.0,35.0,8.0,13.8,13.882694,14.0,38.9,39.065451,39.2,0.276447,0.277696,0.278946,0.277,0.275047,0.276924,0.278802,-0.0213656264571876,0.3439925729388037,0.0060446374751253,-9.896140555697723,0.8003787980140658,0.0426655574156873,-0.0431187462446303,-9.6887342860533,0.27748,0.277118,0.260954,12.55954,37.774061,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273905.0
282,SPX,2022-10-26,2022-10-27,2,3910.0,3879.1447170753977,863.0,161.0,56.0,54.0,90.0,0.0,8.0,7.0,12.1,12.206165,12.3,42.3,42.390646,42.5,0.275536,0.276811,0.278085,0.277,0.275247,0.276551,0.277855,-0.0213656264571876,0.3140420315744849,0.0058492949154213,-9.512107186501227,0.8016682284488849,0.0389810487475376,-0.0393794916142553,-9.322612090286182,0.276889,0.276429,0.259309,10.865776,41.089266,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273910.0
283,SPX,2022-10-26,2022-10-27,2,3915.0,3879.1447170753977,449.0,0.0,28.0,90.0,0.0,0.0,8.0,8.0,10.6,10.688799,10.8,45.4,45.904402,46.4,0.274901,0.27621,0.277519,0.276,0.269304,0.275865,0.282426,-0.0213656264571876,0.2854118010194365,0.0056139472113741,-9.072220179988353,0.7640349295502576,0.0354533453115697,-0.0358028716718195,-8.89987399391029,0.276064,0.275923,0.257819,9.33862,44.572286,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273915.0
284,SPX,2022-10-26,2022-10-27,2,3920.0,3879.1447170753977,1070.0,284.0,77.0,88.0,20.0,0.0,8.0,8.0,9.2,9.303115,9.4,49.1,49.53697,50.0,0.273808,0.275195,0.276582,0.275,0.269116,0.275386,0.281655,-0.0213656264571876,0.2579179043494859,0.0053526224022691,-8.597763245026844,0.7210212273380456,0.0320618062412095,-0.032366609197254,-8.441904045397436,0.275238,0.275204,0.256456,7.980297,48.225134,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273920.0
285,SPX,2022-10-26,2022-10-27,2,3925.0,3879.1447170753977,1966.0,329.0,2.0,24.0,7.0,5.0,8.0,8.0,8.0,8.041873,8.1,52.8,53.291021,53.8,0.273599,0.274341,0.275083,0.274,0.26693,0.274388,0.281846,-0.0213656264571876,0.2318057639245157,0.0050669411512489,-8.092017946111179,0.6735927690672028,0.0288368239677507,-0.0291013475184342,-7.951836065226036,0.27422,0.274254,0.255232,6.771987,52.029366,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273925.0
286,SPX,2022-10-26,2022-10-27,2,3930.0,3879.1447170753977,913.0,143.0,167.0,34.0,13.0,0.0,8.0,8.0,6.8,6.906727,7.0,56.7,57.155948,57.6,0.271581,0.273186,0.27479,0.273,0.265769,0.273043,0.280318,-0.0213656264571876,0.2070537123370348,0.0047629738353782,-7.566512691040187,0.6231680094973904,0.0257765280484145,-0.0260046585509599,-7.441207553811608,0.273294,0.27314,0.254164,5.7172,55.988216,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273930.0
287,SPX,2022-10-26,2022-10-27,2,3935.0,3879.1447170753977,340.0,0.0,152.0,70.0,10.0,0.0,8.0,8.0,5.8,5.899787,6.0,60.6,61.141271,61.7,0.270635,0.272388,0.27414,0.272,0.262297,0.272006,0.281716,-0.0213656264571876,0.1839097190656311,0.0044442762478279,-7.025296516995113,0.5706122638779981,0.022911794726858,-0.0231075903833755,-6.913917452405436,0.272384,0.271852,0.253231,4.805868,60.090202,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273935.0
288,SPX,2022-10-26,2022-10-27,2,3940.0,3879.1447170753977,657.0,93.0,190.0,32.0,24.0,5.0,8.0,8.0,4.9,5.00669,5.1,64.7,65.261813,65.8,0.269808,0.271595,0.273382,0.272,0.260245,0.2705,0.280755,-0.0213656264571876,0.1623038602074468,0.0041161361997621,-6.47545086385194,0.571549739620737,0.020234671298472,-0.0204016733995615,-6.377085860657254,0.271715,0.27072,0.252367,4.009671,64.310111,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273940.0
289,SPX,2022-10-26,2022-10-27,2,3945.0,3879.1447170753977,467.0,0.0,85.0,50.0,0.0,0.0,8.0,8.0,4.2,4.231122,4.3,69.0,69.480663,70.0,0.27026,0.271224,0.272189,0.271,0.259368,0.269709,0.28005,-0.0213656264571876,0.1426262737349415,0.0037845848397363,-5.92840747681939,0.518355812425785,0.0177936633834542,-0.0179357732488227,-5.841908727729713,0.27086,0.269309,0.251634,3.332189,68.649406,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273945.0
290,SPX,2022-10-26,2022-10-27,2,3950.0,3879.1447170753977,2852.0,671.0,121.0,69.0,5.0,1.0,8.0,8.0,3.5,3.55512,3.6,73.3,73.802338,74.3,0.268729,0.269803,0.270878,0.27,0.25613,0.267724,0.279318,-0.0213656264571876,0.1246980637805182,0.0034551895741582,-5.391215674069227,0.4651534098542836,0.0155674079453002,-0.0156878597223908,-5.315539222018925,0.269913,0.267778,0.251025,2.747674,73.08384,3883.49,2022-10-26T15:59:52Z,2022-10-26T16:00:01Z,1200,2022-10-26T16:00:00Z,pm,108105,2,SPX2022-10-273950.0
